age,fare,body,pclass,survived,name,sex,sibsp,parch,ticket,cabin,embarked,boat,home.dest
36.0,14.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
34.0,85.0,173.0,3.0,0,"Lehmann, Miss. Bertha",male,1.0,1.0,348123,A5,C,11,"Plymouth, Devon / Detroit, MI"
34.0,-0.0,157.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-4.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,3.0,0,"Saad, Mr. Amin",female,4.0,1.0,348123,A5,C,15,"Greensburg, PA"
36.0,15.0,159.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,184.0,3.0,1,"Fleming, Miss. Margaret",female,1.0,1.0,17421,E68,C,D,"New York, NY"
36.0,-1.0,160.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,22.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,0.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
25.0,77.0,168.0,2.0,0,"Fleming, Miss. Honora",female,8.0,3.0,C.A. 31030,F G73,Q,14,"Haverford, PA / Cooperstown, NY"
37.0,20.0,161.0,2.0,1,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
41.0,83.0,154.0,1.0,1,"Persson, Mr. Ernst Ulrik",male,0.0,0.0,2673,C23 C25 C27,S,13,"Norwich / New York, NY"
39.0,26.0,164.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
37.0,10.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,36.0,163.0,1.0,1,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"Gunnislake, England / Butte, MT"
17.0,85.0,172.0,3.0,0,"Dick, Mr. Albert Adrian",female,1.0,2.0,348123,A18,C,12,"New York, NY"
17.0,85.0,185.0,2.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
38.0,29.0,163.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
33.0,79.0,166.0,1.0,1,"Lester, Mr. James",male,1.0,1.0,SOTON/O.Q. 3101310,E33,C,3,"Bronx, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
35.0,1.0,158.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
33.0,62.0,162.0,3.0,1,"Doling, Mrs. John T (Ada Julia Bone)",male,0.0,0.0,347077,C23 C25 C27,S,13,"Syria New York, NY"
33.0,47.0,164.0,2.0,0,"Saundercock, Mr. William Henry",male,0.0,6.0,2676,C111,Q,12,"Ruotsinphyhtaa, Finland New York, NY"
35.0,0.0,158.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
30.0,31.0,158.0,2.0,1,"Caram, Mr. Joseph",male,0.0,0.0,347088,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,185.0,1.0,0,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,1.0,1.0,348123,B101,C,11,"New York, NY"
17.0,85.0,169.0,3.0,0,"Emir, Mr. Farred Chehab",female,2.0,1.0,STON/O 2. 3101280,A24,C,D,"Nice, France"
33.0,16.0,159.0,2.0,0,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",male,0.0,0.0,349222,C23 C25 C27,Q,15,"Cornwall / Hancock, MI"
24.0,54.0,157.0,2.0,0,"West, Miss. Barbara J",male,3.0,4.0,2676,B102,Q,11,"Norrlot, Sweden Chicago, IL"
17.0,85.0,147.0,3.0,0,"Pulbaum, Mr. Franz",female,2.0,4.0,2679,C22 C26,Q,16,"Upper Burma, India Pittsburgh, PA"
40.0,48.0,167.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
37.0,23.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",female,1.0,1.0,2659,C6,C,11,"New York, NY"
32.0,84.0,168.0,3.0,0,"Backstrom, Mr. Karl Alfred",male,1.0,3.0,347077,A6,C,13,"New York, NY"
36.0,-1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
